name	x	y	z	label_10_20	region
E186	1.152999997138978	1.514000058174134	9.199000358581543	n/a	scalp
E187	4.705999851226807	-7.219999790191651	-7.53000020980835	n/a	neck
E188	5.38700008392334	-6.452000141143798	-6.16699981689453	n/a	neck
E189	6.097000122070313	-5.611000061035157	-4.678999900817871	n/a	neck
E190	7.032999992370606	-4.451000213623047	-3.549000024795532	TP10	scalp
E191	7.379000186920165	-3.496999979019165	-2.183000087738037	n/a	scalp
E192	7.768000125885009	-1.840999960899353	-0.9269999861717224	n/a	scalp
E193	7.988999843597411	-0.7519999742507935	0.8420000076293948	n/a	scalp
E194	8.065999984741211	0.4009999930858612	2.786000013351441	C6	scalp
E195	7.366000175476075	1.343999981880188	4.604000091552734	n/a	scalp
E196	6.113999843597412	1.942000031471253	6.23799991607666	n/a	scalp
E197	4.640999794006347	2.57200002670288	7.508999824523925	n/a	scalp
E198	2.296000003814697	2.914000034332275	8.557999610900879	n/a	scalp
E199	5.636000156402588	-5.80399990081787	-7.749000072479248	n/a	neck
E200	6.243000030517577	-4.622000217437743	-6.495999813079834	n/a	neck
E201	6.783999919891357	-4.01800012588501	-5.018000125885011	n/a	neck
E202	7.938000202178956	0.07199999690055846	-0.9700000286102296	T4-T8	scalp
E203	7.968999862670898	1.207000017166137	0.9729999899864198	n/a	scalp
E204	7.624000072479248	2.302000045776367	2.818000078201294	n/a	scalp
E205	6.866000175476072	3.161999940872192	4.76800012588501	n/a	scalp
E206	5.339000225067139	3.802000045776367	6.327000141143799	FC4	scalp
E207	3.34500002861023	4.408999919891357	7.672999858856201	FC2	scalp
E208	6.369999885559081	-3.825000047683715	-8.206000328063965	n/a	neck
E209	6.739999771118164	-2.848000049591064	-6.747000217437743	n/a	neck
E210	7.744999885559083	1.052999973297119	-2.470999956130981	T10	scalp
E211	7.770999908447266	2.062999963760376	-0.8069999814033511	FT8	scalp
E212	7.664000034332275	3.296000003814697	1.044000029563904	n/a	scalp
E213	7.100999832153319	4.232999801635742	2.918999910354614	FC6	scalp
E214	6.013999938964843	4.939000129699708	4.857999801635743	n/a	scalp
E215	4.498000144958495	5.593999862670898	6.288000106811523	n/a	scalp
E216	6.826000213623049	-1.863999962806702	-8.694000244140625	n/a	face
E217	7.127999782562255	-0.4920000135898589	-7.348999977111817	n/a	face
E218	7.526000022888184	0.7310000061988831	-5.960000038146974	n/a	face
E219	7.692999839782716	1.740000009536743	-4.182000160217285	FT10	face
E220	7.540999889373779	3.052999973297119	-2.519000053405762	n/a	scalp
E221	7.315999984741209	4.372000217437743	-0.6110000014305115	n/a	scalp
E222	6.974999904632569	5.35099983215332	1.307000041007995	F6	scalp
E223	6.170000076293946	6.112999916076659	3.296000003814697	n/a	scalp
E224	5.105000019073488	6.415999889373781	4.777999877929688	F4	scalp
E225	7.626999855041506	3.247999906539917	-4.40500020980835	n/a	face
E226	7.243000030517578	4.801000118255615	-4.771999835968017	F10	face
E227	7.556000232696533	2.526000022888184	-6.269999980926513	n/a	face
E228	7.380000114440918	1.35699999332428	-7.848999977111816	n/a	face
E229	6.861000061035157	-0.1420000046491623	-9.14900016784668	n/a	face
E230	6.742000102996827	5.991000175476076	-5.833000183105467	n/a	face
E231	7.224999904632568	4.149000167846681	-6.888999938964846	n/a	face
E232	7.314000129699709	3.19600009918213	-8.442999839782713	n/a	face
E233	7.091000080108643	1.66700005531311	-9.772000312805176	n/a	face
E234	5.887000083923341	7.227000236511232	-6.546999931335449	n/a	face
E235	6.658999919891357	5.640999794006348	-7.657000064849854	n/a	face
E236	6.750999927520752	4.624000072479248	-9.031000137329102	n/a	face
E237	6.579999923706054	3.336999893188476	-10.39700031280518	n/a	face
E238	4.69099998474121	8.22700023651123	-6.782999992370606	n/a	face
E239	5.813000202178954	6.421000003814699	-8.649999618530273	n/a	face
E240	6.044000148773192	5.370999813079834	-9.814000129699709	n/a	face
E241	-4.690999984741213	8.22700023651123	-6.782999992370606	n/a	face
E242	-5.813000202178955	6.421000003814698	-8.649999618530273	n/a	face
E243	-6.044000148773192	5.370999813079834	-9.814000129699709	n/a	face
E244	-5.887000083923338	7.227000236511233	-6.546999931335449	n/a	face
E245	-6.658999919891356	5.640999794006349	-7.657000064849854	n/a	face
E246	-6.750999927520752	4.624000072479248	-9.031000137329102	n/a	face
E247	-6.579999923706054	3.336999893188477	-10.39700031280518	n/a	face
E248	-6.742000102996827	5.991000175476077	-5.833000183105467	n/a	face
E249	-7.224999904632567	4.149000167846682	-6.888999938964846	n/a	face
E250	-7.314000129699709	3.196000099182129	-8.442999839782713	n/a	face
E251	-7.091000080108643	1.667000055313115	-9.772000312805176	n/a	face
E252	-7.243000030517577	4.801000118255618	-4.771999835968017	F9	face
E253	-7.626999855041507	3.247999906539916	-4.40500020980835	n/a	face
E254	-7.556000232696534	2.52600002288818	-6.269999980926513	n/a	face
E255	-7.380000114440918	1.35699999332428	-7.848999977111816	n/a	face
E256	-6.861000061035157	-0.1420000046491637	-9.14900016784668	n/a	face
E1001	5.929127239817414e-16	0	9.682999610900879	Cz	scalp
P1	n/a	n/a	n/a	n/a	n/a
P2	n/a	n/a	n/a	n/a	n/a
P3	n/a	n/a	n/a	n/a	n/a
P4	n/a	n/a	n/a	n/a	n/a
P5	n/a	n/a	n/a	n/a	n/a
P6	n/a	n/a	n/a	n/a	n/a
P7	n/a	n/a	n/a	n/a	n/a
P8	n/a	n/a	n/a	n/a	n/a
